Best trial value: 0.06463124061801206
Best hyperparameters: {'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.423477080271497e-05, 'num_neurons': 146, 'l1_reg': 0.0005181947193645403, 'l2_reg': 9.731243450898303e-06}

All trial results:
Trial 0: Value=0.27558485586377646, Params={'optimizer': 'SGD', 'activation_function': 'silu', 'learning_rate': 0.0005857058549580344, 'num_neurons': 14, 'l1_reg': 5.406238592074009e-05, 'l2_reg': 0.22678087292035196}
Trial 357: Value=0.08403539556056999, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00012173303813889522, 'num_neurons': 88, 'l1_reg': 0.0013458384700867994, 'l2_reg': 5.894033482693184e-05}
Trial 358: Value=0.07032777426549054, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 9.946276298767172e-05, 'num_neurons': 167, 'l1_reg': 0.0003342158442220674, 'l2_reg': 8.645961318263238e-05}
Trial 359: Value=0.89028779595627, Params={'optimizer': 'Ftrl', 'activation_function': 'sigmoid', 'learning_rate': 9.938634381529026e-05, 'num_neurons': 83, 'l1_reg': 0.00018139000957332789, 'l2_reg': 8.761538140170367e-05}
Trial 360: Value=0.06790226235398414, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.656303188696172e-05, 'num_neurons': 170, 'l1_reg': 0.0003089923784781178, 'l2_reg': 5.317403912788382e-05}
Trial 361: Value=0.09063359550644952, Params={'optimizer': 'RMSprop', 'activation_function': 'mish', 'learning_rate': 8.338820293053468e-05, 'num_neurons': 183, 'l1_reg': 0.00016891656800225763, 'l2_reg': 3.200405387506043e-05}
Trial 362: Value=0.10108403607341153, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.19103590705139e-05, 'num_neurons': 166, 'l1_reg': 6.176432595811934e-05, 'l2_reg': 5.6550038113624106e-05}
Trial 363: Value=0.10432020545304344, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.794885037634853e-05, 'num_neurons': 66, 'l1_reg': 0.00012072871810912578, 'l2_reg': 1.848034680318703e-05}
Trial 364: Value=0.09330653451330838, Params={'optimizer': 'Adamax', 'activation_function': 'relu', 'learning_rate': 0.00010040959981551665, 'num_neurons': 154, 'l1_reg': 0.00031398370178345523, 'l2_reg': 8.689574371232264e-05}
Trial 365: Value=0.06809548479184634, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.617589858907997e-05, 'num_neurons': 134, 'l1_reg': 0.0003406556760529828, 'l2_reg': 3.2547262097647614e-05}
Trial 366: Value=0.07705314304514077, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.177860651825122e-05, 'num_neurons': 144, 'l1_reg': 0.00023872134976756068, 'l2_reg': 1.5697914313141568e-05}
Trial 367: Value=0.10342712837699149, Params={'optimizer': 'RMSprop', 'activation_function': 'silu', 'learning_rate': 6.382981102149416e-05, 'num_neurons': 178, 'l1_reg': 9.173350875853092e-05, 'l2_reg': 2.8807338506901563e-05}
Trial 368: Value=2.0828271204651916, Params={'optimizer': 'Adadelta', 'activation_function': 'relu', 'learning_rate': 9.212964343217219e-05, 'num_neurons': 132, 'l1_reg': 0.0003582140327407835, 'l2_reg': 4.4169516086942845e-05}
Trial 369: Value=0.08168363253170632, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.00010628532992014942, 'num_neurons': 168, 'l1_reg': 0.00019827345760760744, 'l2_reg': 4.8575065936768315e-05}
Trial 370: Value=0.06989110995638824, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.923705999732964e-05, 'num_neurons': 119, 'l1_reg': 0.0003179387055190876, 'l2_reg': 2.441960933330826e-05}
Trial 371: Value=0.7160813494593506, Params={'optimizer': 'Adagrad', 'activation_function': 'relu', 'learning_rate': 7.9627321988385e-05, 'num_neurons': 127, 'l1_reg': 3.42656720813845e-05, 'l2_reg': 1.3375446027873586e-05}
Trial 372: Value=0.07382072866942929, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.292559722371242e-05, 'num_neurons': 119, 'l1_reg': 0.00029147978154933185, 'l2_reg': 3.0139136856976947e-05}
Trial 373: Value=0.47271449952411776, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.232061442643311e-05, 'num_neurons': 115, 'l1_reg': 0.00011859030353648834, 'l2_reg': 61.90939609671297}
Trial 374: Value=0.0956494738079372, Params={'optimizer': 'RMSprop', 'activation_function': 'tanh', 'learning_rate': 6.11077672559323e-05, 'num_neurons': 198, 'l1_reg': 0.00022052939065550498, 'l2_reg': 2.107895087090187e-05}
Trial 375: Value=0.0751266303809844, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.455966628150678e-05, 'num_neurons': 99, 'l1_reg': 0.00031049707834033115, 'l2_reg': 3.128776872792382e-05}
Trial 376: Value=0.09116041815939858, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.286922918084697e-05, 'num_neurons': 137, 'l1_reg': 0.00014304097969523896, 'l2_reg': 2.9531398388695797e-05}
Trial 377: Value=0.08597178844455888, Params={'optimizer': 'RMSprop', 'activation_function': 'gelu', 'learning_rate': 8.092303852660058e-05, 'num_neurons': 154, 'l1_reg': 0.000345268129310121, 'l2_reg': 1.2934534995440432e-05}
Trial 378: Value=0.07622877435019336, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.926972840765054e-05, 'num_neurons': 148, 'l1_reg': 0.0002395055988314904, 'l2_reg': 5.3834091712538714e-05}
Trial 379: Value=0.1120628482543355, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.330321262019085e-05, 'num_neurons': 121, 'l1_reg': 7.140402339536566e-05, 'l2_reg': 2.2398847373795302e-05}
Trial 380: Value=0.08479790035388703, Params={'optimizer': 'Lion', 'activation_function': 'relu', 'learning_rate': 7.07927717943283e-05, 'num_neurons': 137, 'l1_reg': 0.00040178955577251666, 'l2_reg': 7.649605048860125e-05}
Trial 381: Value=0.07147948264380757, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 9.171869550645281e-05, 'num_neurons': 118, 'l1_reg': 0.00045235393514331745, 'l2_reg': 4.2935775707016315e-05}
Trial 382: Value=0.08496969493838312, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 8.861481069525502e-05, 'num_neurons': 121, 'l1_reg': 0.00019959289108637698, 'l2_reg': 3.615501188306737e-05}
Trial 383: Value=0.0729421935571146, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.592636997192369e-05, 'num_neurons': 107, 'l1_reg': 0.0003478989904979286, 'l2_reg': 4.79226891539777e-05}
Trial 384: Value=0.1009804332740205, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.124424403922394e-05, 'num_neurons': 98, 'l1_reg': 0.00014783523310464157, 'l2_reg': 2.261016265079636e-05}
Trial 385: Value=0.0827064928703896, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.591934413534287e-05, 'num_neurons': 104, 'l1_reg': 0.0002808898404676987, 'l2_reg': 4.019247471585117e-05}
Trial 386: Value=0.5312302138144074, Params={'optimizer': 'SGD', 'activation_function': 'relu', 'learning_rate': 5.526517770032834e-05, 'num_neurons': 125, 'l1_reg': 0.0003991745554066446, 'l2_reg': 5.600886320958881e-05}
Trial 387: Value=0.06720899552860711, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.374580448884806e-05, 'num_neurons': 114, 'l1_reg': 0.00046167933897028516, 'l2_reg': 1.4055101442239117e-05}
Trial 388: Value=0.09380495108702926, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.898874662121432e-05, 'num_neurons': 117, 'l1_reg': 0.00017352474652929513, 'l2_reg': 1.1253274981179639e-05}
Trial 389: Value=0.07562691925437284, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.952338515849072e-05, 'num_neurons': 113, 'l1_reg': 0.00030196219994323403, 'l2_reg': 1.6419458556501266e-05}
Trial 390: Value=0.945282433934985, Params={'optimizer': 'Ftrl', 'activation_function': 'sigmoid', 'learning_rate': 7.998540211585197e-05, 'num_neurons': 91, 'l1_reg': 0.0004781791218040619, 'l2_reg': 2.7591083516094065e-05}
Trial 391: Value=0.14221053869185468, Params={'optimizer': 'Adam', 'activation_function': 'relu', 'learning_rate': 3.678844520135003e-05, 'num_neurons': 130, 'l1_reg': 0.00012338255248410215, 'l2_reg': 4.0693559406151194e-05}
Trial 392: Value=0.07536008581423194, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.578927597357971e-05, 'num_neurons': 107, 'l1_reg': 0.00031298382545725373, 'l2_reg': 1.830451641434498e-05}
Trial 393: Value=0.09131382417650702, Params={'optimizer': 'RMSprop', 'activation_function': 'mish', 'learning_rate': 6.717400697306814e-05, 'num_neurons': 166, 'l1_reg': 0.0004521144794603346, 'l2_reg': 7.380941722887416e-05}
Trial 394: Value=0.0721372635002495, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.002504452988096e-05, 'num_neurons': 122, 'l1_reg': 0.0007351436570850038, 'l2_reg': 2.6748880138062185e-05}
Trial 395: Value=0.12531764136610138, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.5177855951629106e-05, 'num_neurons': 122, 'l1_reg': 8.393053286991016e-05, 'l2_reg': 1.0482156871231109e-05}
Trial 396: Value=0.08506495116743816, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.6873672735014453e-05, 'num_neurons': 101, 'l1_reg': 0.00021911186382019715, 'l2_reg': 2.6922244433894523e-05}
Trial 397: Value=0.38489547906058225, Params={'optimizer': 'RMSprop', 'activation_function': 'silu', 'learning_rate': 4.962477740431276e-05, 'num_neurons': 110, 'l1_reg': 0.16616983691567797, 'l2_reg': 1.6131675114574672e-05}
Trial 398: Value=0.07479342335745401, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 3.978312748700174e-05, 'num_neurons': 133, 'l1_reg': 0.0007039390348950307, 'l2_reg': 3.476477261776636e-05}
Trial 399: Value=0.07305937911001084, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.673763980986987e-05, 'num_neurons': 116, 'l1_reg': 0.0003618668755926574, 'l2_reg': 4.7265241093370476e-05}
Trial 400: Value=0.13827851461743307, Params={'optimizer': 'Adamax', 'activation_function': 'relu', 'learning_rate': 5.229704443349383e-05, 'num_neurons': 119, 'l1_reg': 0.0002084669209652511, 'l2_reg': 4.292411828374824e-05}
Trial 401: Value=1.8588960242789998, Params={'optimizer': 'Adadelta', 'activation_function': 'relu', 'learning_rate': 3.4257681978034775e-05, 'num_neurons': 129, 'l1_reg': 0.0003553295305975181, 'l2_reg': 2.4042095034348214e-05}
Trial 402: Value=0.0714994514398319, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.626508199739721e-05, 'num_neurons': 94, 'l1_reg': 0.00044051549944762247, 'l2_reg': 5.598902047882498e-05}
Trial 403: Value=0.07586553373259923, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.679529160296681e-05, 'num_neurons': 94, 'l1_reg': 0.0004360900705893469, 'l2_reg': 8.274535957826588e-05}
Trial 404: Value=0.9256939152619958, Params={'optimizer': 'Adagrad', 'activation_function': 'tanh', 'learning_rate': 5.378486627794352e-05, 'num_neurons': 106, 'l1_reg': 0.0008396911457505937, 'l2_reg': 5.761872784996819e-05}
Trial 405: Value=0.11390656317667507, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.000938923997974228, 'num_neurons': 93, 'l1_reg': 0.0004915622019265407, 'l2_reg': 8.846643694289746e-05}
Trial 406: Value=1.001198063246947, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.563182025530429e-05, 'num_neurons': 84, 'l1_reg': 6.055647709166725, 'l2_reg': 4.456591513574275e-05}
Trial 407: Value=0.07783211907836227, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.595951260932421e-05, 'num_neurons': 113, 'l1_reg': 0.0008209072280088263, 'l2_reg': 6.770046422081526e-05}
Trial 408: Value=0.1078041409128554, Params={'optimizer': 'RMSprop', 'activation_function': 'elu', 'learning_rate': 7.501491817742706e-05, 'num_neurons': 98, 'l1_reg': 0.00015985004079976437, 'l2_reg': 1.4002241089041054e-05}
Trial 409: Value=0.0888373449678852, Params={'optimizer': 'RMSprop', 'activation_function': 'gelu', 'learning_rate': 3.775455312998232e-05, 'num_neurons': 150, 'l1_reg': 0.0004978307993756796, 'l2_reg': 9.312781569796382e-05}
Trial 410: Value=0.07073644173765327, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.320677382023757e-05, 'num_neurons': 106, 'l1_reg': 0.0002613709355065607, 'l2_reg': 4.4546123870654724e-05}
Trial 411: Value=0.0887827044261628, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 5.8098771711177754e-05, 'num_neurons': 103, 'l1_reg': 0.000131028945867556, 'l2_reg': 2.06317048434117e-05}
Trial 412: Value=0.07493538136819998, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.596200459896417e-05, 'num_neurons': 160, 'l1_reg': 0.00021395434432134068, 'l2_reg': 5.077582334383968e-05}
Trial 413: Value=0.0798173458591184, Params={'optimizer': 'Lion', 'activation_function': 'relu', 'learning_rate': 5.5703168948094384e-05, 'num_neurons': 109, 'l1_reg': 0.0002602217997181357, 'l2_reg': 3.205804658715542e-05}
Trial 414: Value=0.11561381075984088, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.930936688001005e-05, 'num_neurons': 94, 'l1_reg': 8.605730446115303e-05, 'l2_reg': 4.843903632957999e-05}
Trial 415: Value=0.07969904738165454, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.881498732689934e-05, 'num_neurons': 82, 'l1_reg': 0.0003128589190592326, 'l2_reg': 2.3385814851759446e-05}
Trial 416: Value=0.1415927788932598, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.252081782314257e-05, 'num_neurons': 112, 'l1_reg': 5.319005853513105e-05, 'l2_reg': 1.4613342418757464e-05}
Trial 417: Value=0.0844632295776613, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 2.8724397258442004e-05, 'num_neurons': 137, 'l1_reg': 0.00043049835016307364, 'l2_reg': 3.315797684063152e-05}
Trial 418: Value=0.11726744173173427, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 0.0012086309424004088, 'num_neurons': 126, 'l1_reg': 0.00018273701519116572, 'l2_reg': 7.416771352190655e-05}
Trial 419: Value=0.4530519546806178, Params={'optimizer': 'SGD', 'activation_function': 'relu', 'learning_rate': 7.428622371467428e-05, 'num_neurons': 102, 'l1_reg': 0.0008816029364241068, 'l2_reg': 5.478687760853524e-05}
Trial 420: Value=0.06999497930595806, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.889001769748048e-05, 'num_neurons': 186, 'l1_reg': 0.00032464254500665985, 'l2_reg': 1.103988557003979e-05}
Trial 421: Value=0.111373211970258, Params={'optimizer': 'RMSprop', 'activation_function': 'sigmoid', 'learning_rate': 5.799645286091927e-05, 'num_neurons': 188, 'l1_reg': 0.00012014541066529993, 'l2_reg': 1.0903561981885565e-05}
Trial 422: Value=0.12427236939340484, Params={'optimizer': 'Adam', 'activation_function': 'relu', 'learning_rate': 4.144951997545389e-05, 'num_neurons': 88, 'l1_reg': 0.0002891575838314844, 'l2_reg': 9.328281151613178e-06}
Trial 423: Value=0.6305852527268312, Params={'optimizer': 'Ftrl', 'activation_function': 'relu', 'learning_rate': 6.735795671473947e-05, 'num_neurons': 179, 'l1_reg': 0.00034299671294135947, 'l2_reg': 1.6896787754511862e-05}
Trial 424: Value=0.08129767232241276, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 2.174236684441875e-05, 'num_neurons': 199, 'l1_reg': 0.00023336590940499445, 'l2_reg': 2.9973711706571294e-05}
Trial 425: Value=0.07475254357870759, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.558392849658508e-05, 'num_neurons': 144, 'l1_reg': 0.0003756392017227291, 'l2_reg': 1.9993867574772267e-05}
Trial 426: Value=0.0947702331303422, Params={'optimizer': 'RMSprop', 'activation_function': 'mish', 'learning_rate': 5.301009720697499e-05, 'num_neurons': 166, 'l1_reg': 0.0005357044562070703, 'l2_reg': 4.682718590153483e-05}
Trial 427: Value=0.08268323523349706, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 6.417392300942412e-05, 'num_neurons': 118, 'l1_reg': 0.00020865230816771455, 'l2_reg': 9.806338586888665e-05}
Trial 428: Value=0.2643750819127469, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 7.681479196751426e-05, 'num_neurons': 6, 'l1_reg': 0.00012005788438733339, 'l2_reg': 3.789455164442692e-05}
Trial 429: Value=0.10230511883194632, Params={'optimizer': 'Adamax', 'activation_function': 'silu', 'learning_rate': 0.0029783119242962623, 'num_neurons': 81, 'l1_reg': 0.0010498806664802722, 'l2_reg': 1.0600425537004402e-05}
Trial 430: Value=0.07061522098218159, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.860247110737323e-05, 'num_neurons': 178, 'l1_reg': 0.0004635729890671799, 'l2_reg': 2.324655048121129e-05}
Trial 431: Value=0.06891044428369225, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.3405830398315115e-05, 'num_neurons': 191, 'l1_reg': 0.0005485891871282187, 'l2_reg': 2.7862036643658853e-05}
Trial 432: Value=0.0930470594229682, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 3.081235827956706e-05, 'num_neurons': 168, 'l1_reg': 0.0014182659563508999, 'l2_reg': 1.7084035975368017e-05}
Trial 433: Value=0.07203478400857283, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 4.334124427801477e-05, 'num_neurons': 195, 'l1_reg': 0.0006151940607219114, 'l2_reg': 9.473273473989418e-06}
Trial 434: Value=0.07047866909642388, Params={'optimizer': 'RMSprop', 'activation_function': 'relu', 'learning_rate': 3.998028737421053e-05, 'num_neurons': 186, 'l1_reg': 0.0005265674886594804, 'l2_reg': 7.759788244101765e-06}
Trial 435: Value=0.7175316209303847, Params={'optimizer': 'Adagrad', 'activation_function': 'tanh', 'learning_rate': 4.3998023664706745e-05, 'num_neurons': 187, 'l1_reg': 0.0009992276967178166, 'l2_reg': 6.363043157187927e-06}
Trial 436: Value=1.7507486690148586, Params={'optimizer': 'Adadelta', 'activation_function': 'relu', 'learning_rate': 3.461664348622111e-05, 'num_neurons': 181, 'l1_reg': 0.0006735548697698145, 'l2_reg': 1.1023063491282408e-05}
Trial 437: Value=0.11624360923374395, Params={'optimizer': 'RMSprop', 'activation_function': 'elu', 'learning_rate': 3.96535561448423e-05, 'num_neurons': 200, 'l1_reg': 0.0019006422760316315, 'l2_reg': 7.834401391972792e-06}
