Best trial value: 0.12663267817762613
Best hyperparameters: {'n_estimators': 417, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}

All trial results:
Trial 0: Value=0.18627903705360715, Params={'n_estimators': 373, 'max_depth': 5, 'min_samples_split': 5, 'min_samples_leaf': 10, 'max_features': 1.0}
Trial 869: Value=0.1270318511097128, Params={'n_estimators': 587, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 870: Value=0.19298199933734095, Params={'n_estimators': 400, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'sqrt'}
Trial 871: Value=0.12679394962448268, Params={'n_estimators': 381, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 872: Value=0.12673503345775264, Params={'n_estimators': 396, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 873: Value=0.12670365061542477, Params={'n_estimators': 399, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 874: Value=0.12828872743789732, Params={'n_estimators': 399, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 1.0}
Trial 875: Value=0.12674097330911116, Params={'n_estimators': 404, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 876: Value=0.12663684045446053, Params={'n_estimators': 416, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 877: Value=0.12832142885016964, Params={'n_estimators': 417, 'max_depth': 14, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 878: Value=0.12673274507086738, Params={'n_estimators': 430, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 879: Value=0.12796248774496563, Params={'n_estimators': 424, 'max_depth': 11, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 880: Value=0.12778505079826244, Params={'n_estimators': 414, 'max_depth': 13, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 881: Value=0.12688137391223375, Params={'n_estimators': 390, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 882: Value=0.12856069254595381, Params={'n_estimators': 426, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.5}
Trial 883: Value=0.12822444012171433, Params={'n_estimators': 435, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 884: Value=0.126937712965131, Params={'n_estimators': 367, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 885: Value=0.12745149686969162, Params={'n_estimators': 405, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 886: Value=0.12673503345775264, Params={'n_estimators': 396, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 887: Value=0.1267453322075824, Params={'n_estimators': 382, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 888: Value=0.12914894264251775, Params={'n_estimators': 410, 'max_depth': 9, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 889: Value=0.1267614569614384, Params={'n_estimators': 437, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 890: Value=0.1363279311870651, Params={'n_estimators': 410, 'max_depth': 11, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 891: Value=0.1267164647599074, Params={'n_estimators': 395, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 892: Value=0.23847057580314013, Params={'n_estimators': 392, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 'log2'}
Trial 893: Value=0.12740533831157638, Params={'n_estimators': 389, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 894: Value=0.1269536177801517, Params={'n_estimators': 364, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 895: Value=0.12670365061542477, Params={'n_estimators': 399, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 896: Value=0.12695951638700043, Params={'n_estimators': 397, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 897: Value=0.12667361413672715, Params={'n_estimators': 423, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 898: Value=0.1266445706694492, Params={'n_estimators': 422, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 899: Value=0.12778835286275772, Params={'n_estimators': 421, 'max_depth': 12, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 900: Value=0.19364741539844288, Params={'n_estimators': 439, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'sqrt'}
Trial 901: Value=0.12729506685475958, Params={'n_estimators': 418, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 902: Value=0.12688618743981372, Params={'n_estimators': 373, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 903: Value=0.12680020836824887, Params={'n_estimators': 446, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 904: Value=0.1266950834779205, Params={'n_estimators': 401, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 905: Value=0.12823266579085132, Params={'n_estimators': 410, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 1.0}
Trial 906: Value=0.12738719716565147, Params={'n_estimators': 393, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 907: Value=0.12675400823152916, Params={'n_estimators': 429, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 908: Value=0.12841379725828264, Params={'n_estimators': 350, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 909: Value=0.1268033765589696, Params={'n_estimators': 377, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 910: Value=0.12743668691982066, Params={'n_estimators': 401, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 911: Value=0.1286165596667218, Params={'n_estimators': 438, 'max_depth': 12, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.5}
Trial 912: Value=0.12812549313273494, Params={'n_estimators': 416, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 913: Value=0.1267303276897633, Params={'n_estimators': 391, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 914: Value=0.1274147896294536, Params={'n_estimators': 373, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 915: Value=0.1305114261463626, Params={'n_estimators': 391, 'max_depth': 12, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 916: Value=0.1269909457676945, Params={'n_estimators': 362, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 917: Value=0.12743668691982066, Params={'n_estimators': 401, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 918: Value=0.13428440590998503, Params={'n_estimators': 452, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 0.8}
Trial 919: Value=0.1266981967806542, Params={'n_estimators': 424, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 920: Value=0.12663267817762613, Params={'n_estimators': 417, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 921: Value=0.2302348060129318, Params={'n_estimators': 430, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'log2'}
Trial 922: Value=0.12675709665764368, Params={'n_estimators': 431, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 923: Value=0.12795318324075214, Params={'n_estimators': 446, 'max_depth': 12, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 924: Value=0.12691278851539667, Params={'n_estimators': 421, 'max_depth': 11, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 925: Value=0.12817144460122595, Params={'n_estimators': 412, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 926: Value=0.12669749900782223, Params={'n_estimators': 385, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 927: Value=0.12690722675561636, Params={'n_estimators': 372, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 928: Value=0.12721192622622116, Params={'n_estimators': 455, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 929: Value=0.12815413019350486, Params={'n_estimators': 333, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 1.0}
Trial 930: Value=0.19352402571921365, Params={'n_estimators': 383, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'sqrt'}
Trial 931: Value=0.1266613709908274, Params={'n_estimators': 418, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 932: Value=0.1266981967806542, Params={'n_estimators': 424, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 933: Value=0.12745237546287566, Params={'n_estimators': 424, 'max_depth': 14, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 934: Value=0.13028350697911337, Params={'n_estimators': 438, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_features': 0.8}
Trial 935: Value=0.12665335591024615, Params={'n_estimators': 412, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 936: Value=0.12718981899449425, Params={'n_estimators': 421, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 937: Value=0.1273264400847303, Params={'n_estimators': 410, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 938: Value=0.12805693125747963, Params={'n_estimators': 453, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.5}
Trial 939: Value=0.1282469884808681, Params={'n_estimators': 387, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 940: Value=0.12693132644594482, Params={'n_estimators': 354, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 941: Value=0.12674485844499248, Params={'n_estimators': 432, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 942: Value=0.12765162408418196, Params={'n_estimators': 415, 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 943: Value=0.12679394962448268, Params={'n_estimators': 381, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 944: Value=0.12826436825056978, Params={'n_estimators': 406, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 945: Value=0.12732950904018422, Params={'n_estimators': 437, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 946: Value=0.12719015002870937, Params={'n_estimators': 459, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 947: Value=0.12780439007816938, Params={'n_estimators': 391, 'max_depth': 11, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 948: Value=0.2322947508361898, Params={'n_estimators': 355, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'log2'}
Trial 949: Value=0.12665188994165713, Params={'n_estimators': 413, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 950: Value=0.12827143411214387, Params={'n_estimators': 407, 'max_depth': 12, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 951: Value=0.12697504110414085, Params={'n_estimators': 369, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 952: Value=0.12779856456698083, Params={'n_estimators': 388, 'max_depth': 15, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 953: Value=0.1272366642274764, Params={'n_estimators': 415, 'max_depth': 13, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 954: Value=0.19126652676153189, Params={'n_estimators': 446, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'sqrt'}
Trial 955: Value=0.12825352516988903, Params={'n_estimators': 378, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 956: Value=0.15716990853971902, Params={'n_estimators': 399, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 7, 'max_features': 0.8}
Trial 957: Value=0.12689389584997776, Params={'n_estimators': 339, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 958: Value=0.12820112569848485, Params={'n_estimators': 422, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 1.0}
Trial 959: Value=0.12669865868994754, Params={'n_estimators': 407, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 960: Value=0.16551994426886726, Params={'n_estimators': 377, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 8, 'max_features': 0.8}
Trial 961: Value=0.1267163804840442, Params={'n_estimators': 400, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 962: Value=0.13943751911963917, Params={'n_estimators': 361, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 5, 'max_features': 0.8}
Trial 963: Value=0.12669868466486972, Params={'n_estimators': 394, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 964: Value=0.12850157440448473, Params={'n_estimators': 406, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.5}
Trial 965: Value=0.13199097849930397, Params={'n_estimators': 411, 'max_depth': 12, 'min_samples_split': 8, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 966: Value=0.1267164647599074, Params={'n_estimators': 395, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 967: Value=0.1268777754165896, Params={'n_estimators': 370, 'max_depth': 12, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 968: Value=0.12727622596611962, Params={'n_estimators': 444, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 969: Value=0.12666137099082742, Params={'n_estimators': 418, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 970: Value=0.13031996724685838, Params={'n_estimators': 425, 'max_depth': 12, 'min_samples_split': 7, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 971: Value=0.1277332118290333, Params={'n_estimators': 417, 'max_depth': 13, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 972: Value=0.1268019328091113, Params={'n_estimators': 458, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 973: Value=0.1267609727375503, Params={'n_estimators': 438, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 974: Value=0.1280373969211529, Params={'n_estimators': 412, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 975: Value=0.23189340207053524, Params={'n_estimators': 380, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'log2'}
Trial 976: Value=0.12669356943538712, Params={'n_estimators': 402, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 977: Value=0.1273892012565315, Params={'n_estimators': 451, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 978: Value=0.12675709665764368, Params={'n_estimators': 431, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 979: Value=0.12693175963690193, Params={'n_estimators': 358, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 980: Value=0.12665184577134844, Params={'n_estimators': 414, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 981: Value=0.2023298943563161, Params={'n_estimators': 418, 'max_depth': 9, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 'sqrt'}
Trial 982: Value=0.12739303548676817, Params={'n_estimators': 384, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 983: Value=0.12674097330911116, Params={'n_estimators': 404, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 984: Value=0.12752560752368594, Params={'n_estimators': 331, 'max_depth': 13, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 985: Value=0.12831503255472168, Params={'n_estimators': 439, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 1.0}
Trial 986: Value=0.14878089305482245, Params={'n_estimators': 423, 'max_depth': 5, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 987: Value=0.12676353656615902, Params={'n_estimators': 397, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 988: Value=0.12720424375127434, Params={'n_estimators': 457, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 989: Value=0.12697034120449044, Params={'n_estimators': 363, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 990: Value=0.1282115430271824, Params={'n_estimators': 408, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 0.8}
Trial 991: Value=0.12867262550044567, Params={'n_estimators': 384, 'max_depth': 11, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.5}
Trial 992: Value=0.12673274507086738, Params={'n_estimators': 430, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 993: Value=0.13894188311970324, Params={'n_estimators': 414, 'max_depth': 6, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 994: Value=0.12678901707876844, Params={'n_estimators': 443, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 995: Value=0.12790787937650086, Params={'n_estimators': 375, 'max_depth': 12, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 996: Value=0.12698524658289276, Params={'n_estimators': 346, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 997: Value=0.12741135913303792, Params={'n_estimators': 391, 'max_depth': 13, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 0.8}
Trial 998: Value=0.13413018085199413, Params={'n_estimators': 461, 'max_depth': 12, 'min_samples_split': 3, 'min_samples_leaf': 4, 'max_features': 0.8}
Trial 999: Value=0.13320065416373109, Params={'n_estimators': 423, 'max_depth': 7, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.8}
