Best trial value: 0.1119150228767402
Best hyperparameters: {'n_estimators': 841, 'max_depth': 9, 'learning_rate': 0.008688414198817005, 'subsample': 0.6242718911640639, 'colsample_bytree': 0.8242586562889879, 'min_child_weight': 1}

All trial results:
Trial 0: Value=0.9844089270935132, Params={'n_estimators': 657, 'max_depth': 6, 'learning_rate': 1.655920386219628e-05, 'subsample': 0.7310636042808303, 'colsample_bytree': 0.6038428788527885, 'min_child_weight': 5}
Trial 344: Value=0.11381356549581524, Params={'n_estimators': 541, 'max_depth': 6, 'learning_rate': 0.008797411810263332, 'subsample': 0.6907582806593523, 'colsample_bytree': 0.8614500132023043, 'min_child_weight': 2}
Trial 345: Value=0.11362906457272459, Params={'n_estimators': 584, 'max_depth': 5, 'learning_rate': 0.00773319892746353, 'subsample': 0.6704064182839231, 'colsample_bytree': 0.9126856874361282, 'min_child_weight': 4}
Trial 346: Value=0.11481324085742552, Params={'n_estimators': 560, 'max_depth': 4, 'learning_rate': 0.006492018893757187, 'subsample': 0.681473658211538, 'colsample_bytree': 0.8944375760461091, 'min_child_weight': 3}
Trial 347: Value=0.1134550536339461, Params={'n_estimators': 598, 'max_depth': 5, 'learning_rate': 0.008789136610808958, 'subsample': 0.6375997983863543, 'colsample_bytree': 0.8691305788548693, 'min_child_weight': 3}
Trial 348: Value=0.9795085696613652, Params={'n_estimators': 529, 'max_depth': 6, 'learning_rate': 2.5970223655494593e-05, 'subsample': 0.6974264229572326, 'colsample_bytree': 0.8826661440942533, 'min_child_weight': 3}
Trial 349: Value=0.11345559843847892, Params={'n_estimators': 507, 'max_depth': 5, 'learning_rate': 0.009910185777105049, 'subsample': 0.7031301844290453, 'colsample_bytree': 0.9049745014821555, 'min_child_weight': 3}
Trial 350: Value=0.11272587270853322, Params={'n_estimators': 624, 'max_depth': 5, 'learning_rate': 0.007581467742316031, 'subsample': 0.6653901071190679, 'colsample_bytree': 0.8980374444963642, 'min_child_weight': 3}
Trial 351: Value=0.11454130448180522, Params={'n_estimators': 623, 'max_depth': 6, 'learning_rate': 0.006221175134796842, 'subsample': 0.654823827624072, 'colsample_bytree': 0.8982794166668622, 'min_child_weight': 3}
Trial 352: Value=0.11378394476672864, Params={'n_estimators': 620, 'max_depth': 5, 'learning_rate': 0.007108032123284092, 'subsample': 0.6850579118227709, 'colsample_bytree': 0.8775791011381238, 'min_child_weight': 3}
Trial 353: Value=0.1167618501563451, Params={'n_estimators': 579, 'max_depth': 5, 'learning_rate': 0.005597810028751567, 'subsample': 0.6665902502955561, 'colsample_bytree': 0.88799993636436, 'min_child_weight': 3}
Trial 354: Value=0.7011336459667854, Params={'n_estimators': 600, 'max_depth': 4, 'learning_rate': 0.00039669651019919814, 'subsample': 0.6452748407636668, 'colsample_bytree': 0.8540587172226651, 'min_child_weight': 3}
Trial 355: Value=0.11366154675661007, Params={'n_estimators': 630, 'max_depth': 6, 'learning_rate': 0.007796500596674447, 'subsample': 0.6783608034791182, 'colsample_bytree': 0.8668204829824725, 'min_child_weight': 2}
Trial 356: Value=0.12384227361226174, Params={'n_estimators': 553, 'max_depth': 7, 'learning_rate': 0.004735273732171931, 'subsample': 0.691936659377575, 'colsample_bytree': 0.8819239865133545, 'min_child_weight': 3}
Trial 357: Value=0.11553395608629217, Params={'n_estimators': 601, 'max_depth': 5, 'learning_rate': 0.007874418121045917, 'subsample': 0.6630619115609476, 'colsample_bytree': 0.6733166754840143, 'min_child_weight': 3}
Trial 358: Value=0.11425969557564446, Params={'n_estimators': 572, 'max_depth': 5, 'learning_rate': 0.006939863321279567, 'subsample': 0.7608159070672187, 'colsample_bytree': 0.8965979703106095, 'min_child_weight': 3}
Trial 359: Value=0.1147310883400633, Params={'n_estimators': 536, 'max_depth': 6, 'learning_rate': 0.008695034846430107, 'subsample': 0.6311164743409646, 'colsample_bytree': 0.8764956118264865, 'min_child_weight': 4}
Trial 360: Value=0.11358541385207416, Params={'n_estimators': 563, 'max_depth': 5, 'learning_rate': 0.00998834828455412, 'subsample': 0.7057302159196772, 'colsample_bytree': 0.8910377498396705, 'min_child_weight': 3}
Trial 361: Value=0.11410153679592809, Params={'n_estimators': 590, 'max_depth': 4, 'learning_rate': 0.008020234011022552, 'subsample': 0.6746503674425826, 'colsample_bytree': 0.8642247643247251, 'min_child_weight': 3}
Trial 362: Value=0.1141571952552945, Params={'n_estimators': 629, 'max_depth': 5, 'learning_rate': 0.0063118965322332835, 'subsample': 0.6869160755633238, 'colsample_bytree': 0.9009900564186218, 'min_child_weight': 3}
Trial 363: Value=0.11351031331972751, Params={'n_estimators': 532, 'max_depth': 6, 'learning_rate': 0.008778280308804058, 'subsample': 0.6563076566862226, 'colsample_bytree': 0.8720936613223045, 'min_child_weight': 3}
Trial 364: Value=0.11497924216466722, Params={'n_estimators': 609, 'max_depth': 5, 'learning_rate': 0.007323894209606265, 'subsample': 0.6759163762132568, 'colsample_bytree': 0.7709028032139604, 'min_child_weight': 4}
Trial 365: Value=0.11535849145444448, Params={'n_estimators': 549, 'max_depth': 6, 'learning_rate': 0.009973171161433526, 'subsample': 0.6875322153359201, 'colsample_bytree': 0.8888226253075271, 'min_child_weight': 6}
Trial 366: Value=0.11415514923724251, Params={'n_estimators': 514, 'max_depth': 8, 'learning_rate': 0.008547362264189165, 'subsample': 0.6633154212778869, 'colsample_bytree': 0.8794618451113209, 'min_child_weight': 3}
Trial 367: Value=0.11695138995624133, Params={'n_estimators': 569, 'max_depth': 5, 'learning_rate': 0.0057281262983123835, 'subsample': 0.6130503625682227, 'colsample_bytree': 0.8527432723811497, 'min_child_weight': 3}
Trial 368: Value=0.11446146849517358, Params={'n_estimators': 589, 'max_depth': 6, 'learning_rate': 0.007012887464311961, 'subsample': 0.6984670650849454, 'colsample_bytree': 0.8992327805670437, 'min_child_weight': 2}
Trial 369: Value=0.11463152972415509, Params={'n_estimators': 496, 'max_depth': 7, 'learning_rate': 0.009995132384693876, 'subsample': 0.7117072819287932, 'colsample_bytree': 0.910509329628535, 'min_child_weight': 3}
Trial 370: Value=0.11372386449616691, Params={'n_estimators': 628, 'max_depth': 5, 'learning_rate': 0.007981519210423086, 'subsample': 0.6484413744936756, 'colsample_bytree': 0.8878651193170808, 'min_child_weight': 3}
Trial 371: Value=0.1779151358561463, Params={'n_estimators': 546, 'max_depth': 5, 'learning_rate': 0.0027896096376082663, 'subsample': 0.6727312653273341, 'colsample_bytree': 0.8633851347294507, 'min_child_weight': 3}
Trial 372: Value=0.2851902352406413, Params={'n_estimators': 107, 'max_depth': 6, 'learning_rate': 0.008732374025321631, 'subsample': 0.6815373969449855, 'colsample_bytree': 0.9190457605281748, 'min_child_weight': 3}
Trial 373: Value=0.11442829368978107, Params={'n_estimators': 519, 'max_depth': 4, 'learning_rate': 0.007242381653745162, 'subsample': 0.6912569496635483, 'colsample_bytree': 0.8727900455118305, 'min_child_weight': 3}
Trial 374: Value=0.1131426266202145, Params={'n_estimators': 609, 'max_depth': 5, 'learning_rate': 0.008772108759487635, 'subsample': 0.6671536297719587, 'colsample_bytree': 0.8851984690084925, 'min_child_weight': 3}
Trial 375: Value=0.11323176182405002, Params={'n_estimators': 618, 'max_depth': 5, 'learning_rate': 0.00869417392450066, 'subsample': 0.671223840069984, 'colsample_bytree': 0.9049893702045579, 'min_child_weight': 3}
Trial 376: Value=0.11424737258928136, Params={'n_estimators': 637, 'max_depth': 5, 'learning_rate': 0.008810526185897768, 'subsample': 0.6544567532997401, 'colsample_bytree': 0.8956645403086514, 'min_child_weight': 3}
Trial 377: Value=0.11326153485671764, Params={'n_estimators': 615, 'max_depth': 6, 'learning_rate': 0.008944801145284923, 'subsample': 0.6735058481951643, 'colsample_bytree': 0.8863663811998508, 'min_child_weight': 2}
Trial 378: Value=0.11371655405220804, Params={'n_estimators': 612, 'max_depth': 5, 'learning_rate': 0.006703169944542826, 'subsample': 0.6631185015319453, 'colsample_bytree': 0.9032482181094874, 'min_child_weight': 3}
Trial 379: Value=0.11433184047806683, Params={'n_estimators': 640, 'max_depth': 4, 'learning_rate': 0.009947430499480657, 'subsample': 0.7471259462283857, 'colsample_bytree': 0.8849670599236255, 'min_child_weight': 3}
Trial 380: Value=0.9819984672094811, Params={'n_estimators': 602, 'max_depth': 6, 'learning_rate': 2.0235931397885082e-05, 'subsample': 0.6406551005379951, 'colsample_bytree': 0.8963899587480332, 'min_child_weight': 3}
Trial 381: Value=0.11372037627344535, Params={'n_estimators': 666, 'max_depth': 7, 'learning_rate': 0.008048488065780625, 'subsample': 0.6840391096143958, 'colsample_bytree': 0.9061466064221336, 'min_child_weight': 3}
Trial 382: Value=0.8134882885544125, Params={'n_estimators': 619, 'max_depth': 5, 'learning_rate': 0.0002175079633964544, 'subsample': 0.6997931852270082, 'colsample_bytree': 0.8810929874637283, 'min_child_weight': 4}
Trial 383: Value=0.11378869423376513, Params={'n_estimators': 587, 'max_depth': 5, 'learning_rate': 0.009985367488435726, 'subsample': 0.6710335504987722, 'colsample_bytree': 0.8905764171134517, 'min_child_weight': 3}
Trial 384: Value=0.11404930745265555, Params={'n_estimators': 602, 'max_depth': 6, 'learning_rate': 0.007437724283259697, 'subsample': 0.6876412631045525, 'colsample_bytree': 0.8560026872962798, 'min_child_weight': 3}
Trial 385: Value=0.11373119266662494, Params={'n_estimators': 637, 'max_depth': 5, 'learning_rate': 0.008820252961563043, 'subsample': 0.6541021860950876, 'colsample_bytree': 0.8781090751990902, 'min_child_weight': 3}
Trial 386: Value=0.11505443329658184, Params={'n_estimators': 580, 'max_depth': 5, 'learning_rate': 0.006080453375754042, 'subsample': 0.7088681212819506, 'colsample_bytree': 0.9053565950014305, 'min_child_weight': 3}
Trial 387: Value=0.11297179448333512, Params={'n_estimators': 620, 'max_depth': 6, 'learning_rate': 0.008782819167114195, 'subsample': 0.6653858491376673, 'colsample_bytree': 0.8947332182361944, 'min_child_weight': 3}
Trial 388: Value=0.11367373414357416, Params={'n_estimators': 653, 'max_depth': 6, 'learning_rate': 0.0077888894609869095, 'subsample': 0.6310378888194069, 'colsample_bytree': 0.8686399058895982, 'min_child_weight': 2}
Trial 389: Value=0.11280762968796672, Params={'n_estimators': 596, 'max_depth': 7, 'learning_rate': 0.009952137015376462, 'subsample': 0.6598280282171758, 'colsample_bytree': 0.893389873919881, 'min_child_weight': 3}
Trial 390: Value=0.11365239406540185, Params={'n_estimators': 597, 'max_depth': 7, 'learning_rate': 0.008914108087462654, 'subsample': 0.6628383797321925, 'colsample_bytree': 0.8944295585168868, 'min_child_weight': 3}
Trial 391: Value=0.11469577666052984, Params={'n_estimators': 633, 'max_depth': 7, 'learning_rate': 0.009947547294310691, 'subsample': 0.6578424362210755, 'colsample_bytree': 0.8853624508432647, 'min_child_weight': 4}
Trial 392: Value=0.11465676772632562, Params={'n_estimators': 585, 'max_depth': 7, 'learning_rate': 0.006795539257501141, 'subsample': 0.6782916780637332, 'colsample_bytree': 0.8957227202878226, 'min_child_weight': 3}
Trial 393: Value=0.11345828718244705, Params={'n_estimators': 616, 'max_depth': 7, 'learning_rate': 0.007836861734681198, 'subsample': 0.6506429310101995, 'colsample_bytree': 0.8830860450016216, 'min_child_weight': 3}
Trial 394: Value=0.11360143562585805, Params={'n_estimators': 569, 'max_depth': 7, 'learning_rate': 0.00881305469639933, 'subsample': 0.694261830522979, 'colsample_bytree': 0.8944496546321403, 'min_child_weight': 3}
Trial 395: Value=0.11342454655830074, Params={'n_estimators': 642, 'max_depth': 6, 'learning_rate': 0.007666764199760516, 'subsample': 0.6694283672772935, 'colsample_bytree': 0.8769868644250536, 'min_child_weight': 2}
Trial 396: Value=0.1134530700217218, Params={'n_estimators': 602, 'max_depth': 8, 'learning_rate': 0.009925237691718878, 'subsample': 0.6818388002574354, 'colsample_bytree': 0.8893081336929245, 'min_child_weight': 3}
Trial 397: Value=0.11405284410116558, Params={'n_estimators': 555, 'max_depth': 7, 'learning_rate': 0.009946752637358666, 'subsample': 0.6613032125767571, 'colsample_bytree': 0.9098733595562631, 'min_child_weight': 3}
Trial 398: Value=0.11422516358111551, Params={'n_estimators': 666, 'max_depth': 6, 'learning_rate': 0.0068187135162109435, 'subsample': 0.6813007939398059, 'colsample_bytree': 0.8736958408302643, 'min_child_weight': 3}
Trial 399: Value=0.11850650006826602, Params={'n_estimators': 581, 'max_depth': 6, 'learning_rate': 0.008144648488160178, 'subsample': 0.6460184804278604, 'colsample_bytree': 0.9007639593980918, 'min_child_weight': 8}
Trial 400: Value=0.11399226269695428, Params={'n_estimators': 615, 'max_depth': 3, 'learning_rate': 0.008752978532440956, 'subsample': 0.6682121249197721, 'colsample_bytree': 0.8838685465070434, 'min_child_weight': 3}
Trial 401: Value=0.1216153320487866, Params={'n_estimators': 635, 'max_depth': 5, 'learning_rate': 0.005199210618707114, 'subsample': 0.691343178981497, 'colsample_bytree': 0.6090590422405029, 'min_child_weight': 5}
Trial 402: Value=0.11393678487619342, Params={'n_estimators': 540, 'max_depth': 7, 'learning_rate': 0.009989216361383611, 'subsample': 0.6756305241951439, 'colsample_bytree': 0.8647982002311304, 'min_child_weight': 3}
Trial 403: Value=0.11540264065612699, Params={'n_estimators': 595, 'max_depth': 4, 'learning_rate': 0.006035228370619975, 'subsample': 0.6994971168197442, 'colsample_bytree': 0.9229241762460992, 'min_child_weight': 3}
Trial 404: Value=0.11386059645291417, Params={'n_estimators': 565, 'max_depth': 6, 'learning_rate': 0.0074919639265410756, 'subsample': 0.6626706340543533, 'colsample_bytree': 0.894034552114059, 'min_child_weight': 3}
Trial 405: Value=0.11612902504446655, Params={'n_estimators': 627, 'max_depth': 5, 'learning_rate': 0.008582826299458283, 'subsample': 0.9388789006029911, 'colsample_bytree': 0.881920423549086, 'min_child_weight': 3}
Trial 406: Value=0.11343124691315772, Params={'n_estimators': 657, 'max_depth': 5, 'learning_rate': 0.006891432682028945, 'subsample': 0.6857415886576528, 'colsample_bytree': 0.9052652339204842, 'min_child_weight': 3}
Trial 407: Value=0.113626161288436, Params={'n_estimators': 577, 'max_depth': 6, 'learning_rate': 0.008753448797859572, 'subsample': 0.6539527994117058, 'colsample_bytree': 0.8725653291527852, 'min_child_weight': 3}
Trial 408: Value=0.11422973656314515, Params={'n_estimators': 553, 'max_depth': 8, 'learning_rate': 0.007685225484874266, 'subsample': 0.6727911541278342, 'colsample_bytree': 0.8888425658222984, 'min_child_weight': 4}
Trial 409: Value=0.11362542909676739, Params={'n_estimators': 530, 'max_depth': 5, 'learning_rate': 0.008816755698887744, 'subsample': 0.7166850216772119, 'colsample_bytree': 0.9150533872625931, 'min_child_weight': 3}
Trial 410: Value=0.11349047177600007, Params={'n_estimators': 597, 'max_depth': 6, 'learning_rate': 0.009976962359562453, 'subsample': 0.6938150352445237, 'colsample_bytree': 0.8985738481146779, 'min_child_weight': 3}
Trial 411: Value=0.11696817409025743, Params={'n_estimators': 496, 'max_depth': 5, 'learning_rate': 0.00646424570128819, 'subsample': 0.6804134919828039, 'colsample_bytree': 0.8796435256871632, 'min_child_weight': 4}
Trial 412: Value=0.11430925804635196, Params={'n_estimators': 603, 'max_depth': 4, 'learning_rate': 0.00759094060935606, 'subsample': 0.667836787399487, 'colsample_bytree': 0.8624132561854871, 'min_child_weight': 2}
Trial 413: Value=0.12981207243564533, Params={'n_estimators': 573, 'max_depth': 5, 'learning_rate': 0.008601387771780721, 'subsample': 0.6459716577941566, 'colsample_bytree': 0.8997082973357874, 'min_child_weight': 10}
Trial 414: Value=0.14190545746943514, Params={'n_estimators': 284, 'max_depth': 6, 'learning_rate': 0.007832126023996315, 'subsample': 0.703280513073617, 'colsample_bytree': 0.8893073227413354, 'min_child_weight': 9}
Trial 415: Value=0.11343027623760789, Params={'n_estimators': 620, 'max_depth': 5, 'learning_rate': 0.008875451240565223, 'subsample': 0.6867763288049888, 'colsample_bytree': 0.8718646555272511, 'min_child_weight': 3}
Trial 416: Value=0.11755368350648143, Params={'n_estimators': 543, 'max_depth': 5, 'learning_rate': 0.00999161992558764, 'subsample': 0.6596192312176538, 'colsample_bytree': 0.5660777932283101, 'min_child_weight': 3}
Trial 417: Value=0.12417537657139026, Params={'n_estimators': 444, 'max_depth': 6, 'learning_rate': 0.005852513144838413, 'subsample': 0.6758923533084183, 'colsample_bytree': 0.8786126844118783, 'min_child_weight': 3}
Trial 418: Value=0.11343662591311449, Params={'n_estimators': 642, 'max_depth': 7, 'learning_rate': 0.006936061953519621, 'subsample': 0.6675974892797979, 'colsample_bytree': 0.9096018282457301, 'min_child_weight': 3}
Trial 419: Value=0.4617434757164148, Params={'n_estimators': 562, 'max_depth': 5, 'learning_rate': 0.0009564060205864679, 'subsample': 0.6930068040697088, 'colsample_bytree': 0.890387429941784, 'min_child_weight': 7}
Trial 420: Value=0.11546931845985303, Params={'n_estimators': 528, 'max_depth': 6, 'learning_rate': 0.007590549723019155, 'subsample': 0.709061438523137, 'colsample_bytree': 0.9994455389313482, 'min_child_weight': 3}
Trial 421: Value=0.11500038325811368, Params={'n_estimators': 484, 'max_depth': 4, 'learning_rate': 0.008684941458863586, 'subsample': 0.6823895548442676, 'colsample_bytree': 0.7251448304213627, 'min_child_weight': 3}
Trial 422: Value=0.11398673560265872, Params={'n_estimators': 589, 'max_depth': 5, 'learning_rate': 0.008872464716044798, 'subsample': 0.7558242651411958, 'colsample_bytree': 0.8592794912148849, 'min_child_weight': 3}
Trial 423: Value=0.11409676936487097, Params={'n_estimators': 618, 'max_depth': 5, 'learning_rate': 0.006667315854002813, 'subsample': 0.6568827868226143, 'colsample_bytree': 0.870642873376178, 'min_child_weight': 3}
