Best trial value: 0.004615970840620621
Best hyperparameters: {'hidden_dim': 60, 'num_layers': 2, 'learning_rate': 0.0002759469773922751, 'weight_decay': 0.00046458743267201614, 'dropout_rate': 0.1304723152999592, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}

All trial results:
Trial 0: Value=0.008825693751038107, Params={'hidden_dim': 24, 'num_layers': 7, 'learning_rate': 0.0004669048821018693, 'weight_decay': 1.1553883993917037e-07, 'dropout_rate': 0.4594460220075136, 'optimizer': 'NAdam', 'activation_function': 'leaky_relu'}
Trial 372: Value=0.023498668035032585, Params={'hidden_dim': 61, 'num_layers': 3, 'learning_rate': 0.00032801926478581467, 'weight_decay': 3.330826951117903e-08, 'dropout_rate': 0.12690979644114694, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 373: Value=0.04336352385133418, Params={'hidden_dim': 52, 'num_layers': 3, 'learning_rate': 0.00019838673256759843, 'weight_decay': 0.00014555403210162834, 'dropout_rate': 0.14542068594701055, 'optimizer': 'SGD', 'activation_function': 'leaky_relu'}
Trial 374: Value=0.004803369756625226, Params={'hidden_dim': 56, 'num_layers': 2, 'learning_rate': 0.0004171481688483238, 'weight_decay': 0.0004378725885915762, 'dropout_rate': 0.11744650796158619, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 375: Value=0.004932799518853509, Params={'hidden_dim': 79, 'num_layers': 3, 'learning_rate': 0.00025165510633890333, 'weight_decay': 0.0003129098365558939, 'dropout_rate': 0.13142241617849276, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 376: Value=0.006404222084682956, Params={'hidden_dim': 70, 'num_layers': 4, 'learning_rate': 3.740781330325035e-05, 'weight_decay': 0.000711809851405112, 'dropout_rate': 0.19245789988139472, 'optimizer': 'RAdam', 'activation_function': 'leaky_relu'}
Trial 377: Value=0.004860830905311541, Params={'hidden_dim': 62, 'num_layers': 2, 'learning_rate': 0.00016052413376163891, 'weight_decay': 0.0004798497705001657, 'dropout_rate': 0.14210070711211836, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 378: Value=0.06190089742876186, Params={'hidden_dim': 82, 'num_layers': 3, 'learning_rate': 2.0778803343120602e-05, 'weight_decay': 0.0003575680499332113, 'dropout_rate': 0.10883056093156696, 'optimizer': 'Adam', 'activation_function': 'leaky_relu'}
Trial 379: Value=0.03824651086665668, Params={'hidden_dim': 93, 'num_layers': 2, 'learning_rate': 0.00018573217930977919, 'weight_decay': 8.111630006718689e-05, 'dropout_rate': 0.12411715723497765, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 380: Value=0.004913417547292297, Params={'hidden_dim': 50, 'num_layers': 4, 'learning_rate': 0.00022395649603352955, 'weight_decay': 0.0005257867503366194, 'dropout_rate': 0.16653359145285487, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 381: Value=0.004756241557747047, Params={'hidden_dim': 71, 'num_layers': 3, 'learning_rate': 0.0002730925775479348, 'weight_decay': 0.0007549873770923435, 'dropout_rate': 0.1530854257792472, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 382: Value=0.007167395416896219, Params={'hidden_dim': 8, 'num_layers': 2, 'learning_rate': 0.00020976950088146017, 'weight_decay': 0.00019549787691119962, 'dropout_rate': 0.1144068118347214, 'optimizer': 'NAdam', 'activation_function': 'leaky_relu'}
Trial 383: Value=0.013782272809002918, Params={'hidden_dim': 59, 'num_layers': 3, 'learning_rate': 0.00015808291252298316, 'weight_decay': 0.0002454284260110031, 'dropout_rate': 0.130405889383075, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 384: Value=0.005058966210298511, Params={'hidden_dim': 66, 'num_layers': 2, 'learning_rate': 0.00012549977745749752, 'weight_decay': 0.0012631112040673014, 'dropout_rate': 0.17386651653134716, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 385: Value=0.00473097037371364, Params={'hidden_dim': 74, 'num_layers': 2, 'learning_rate': 0.0001827233578562813, 'weight_decay': 0.0005847302093527177, 'dropout_rate': 0.14244771034643103, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 386: Value=0.004781395977759141, Params={'hidden_dim': 75, 'num_layers': 3, 'learning_rate': 0.00024096583023313834, 'weight_decay': 0.000402681516039227, 'dropout_rate': 0.14513533613857454, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 387: Value=0.00592295287485312, Params={'hidden_dim': 65, 'num_layers': 2, 'learning_rate': 0.00018609865832870057, 'weight_decay': 0.0005777751813007619, 'dropout_rate': 0.14014479119188544, 'optimizer': 'RMSprop', 'activation_function': 'sigmoid'}
Trial 388: Value=0.004737003656382215, Params={'hidden_dim': 55, 'num_layers': 3, 'learning_rate': 0.000309588596531406, 'weight_decay': 0.0003202193329446075, 'dropout_rate': 0.1582737951555719, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 389: Value=0.004655532869605441, Params={'hidden_dim': 53, 'num_layers': 4, 'learning_rate': 0.0003451282611236232, 'weight_decay': 0.00029947100295872077, 'dropout_rate': 0.14576957754068431, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 390: Value=0.004793353921487498, Params={'hidden_dim': 52, 'num_layers': 4, 'learning_rate': 0.0003676382330541942, 'weight_decay': 0.00011170705286707884, 'dropout_rate': 0.160397609592291, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 391: Value=0.004878763198869011, Params={'hidden_dim': 49, 'num_layers': 4, 'learning_rate': 0.00043031390443252674, 'weight_decay': 0.0001653531556245705, 'dropout_rate': 0.15895330851658673, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 392: Value=0.00488648977959705, Params={'hidden_dim': 56, 'num_layers': 5, 'learning_rate': 0.0003155841761029856, 'weight_decay': 0.0002155288355462113, 'dropout_rate': 0.1509140135618351, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 393: Value=0.0048787145640166105, Params={'hidden_dim': 54, 'num_layers': 4, 'learning_rate': 0.00035191159446468033, 'weight_decay': 0.00033504127986595713, 'dropout_rate': 0.15580336526152855, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 394: Value=0.0048305738013614185, Params={'hidden_dim': 45, 'num_layers': 4, 'learning_rate': 0.0003003721370913683, 'weight_decay': 0.0002760786205978119, 'dropout_rate': 0.145929630578349, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 395: Value=0.1520926286415006, Params={'hidden_dim': 6, 'num_layers': 2, 'learning_rate': 0.0003940054797707887, 'weight_decay': 0.0003143368067431735, 'dropout_rate': 0.14296864136971993, 'optimizer': 'AdamW', 'activation_function': 'leaky_relu'}
Trial 396: Value=0.026231192791727333, Params={'hidden_dim': 58, 'num_layers': 2, 'learning_rate': 0.0002840729068505049, 'weight_decay': 9.034479503030471e-07, 'dropout_rate': 0.1641044692574347, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 397: Value=0.005988447364227277, Params={'hidden_dim': 48, 'num_layers': 5, 'learning_rate': 0.00030759474136317713, 'weight_decay': 0.00025382957931986374, 'dropout_rate': 0.14957793066038574, 'optimizer': 'RMSprop', 'activation_function': 'tanh'}
Trial 398: Value=0.0047012383332983715, Params={'hidden_dim': 54, 'num_layers': 3, 'learning_rate': 0.00026516131318456984, 'weight_decay': 0.00017062420330121625, 'dropout_rate': 0.17015382108421057, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 399: Value=0.004780055407095145, Params={'hidden_dim': 60, 'num_layers': 2, 'learning_rate': 0.000259227134381237, 'weight_decay': 0.00014779253929785772, 'dropout_rate': 0.13519816862980538, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 400: Value=0.00481136379263988, Params={'hidden_dim': 52, 'num_layers': 3, 'learning_rate': 0.0002299093753974875, 'weight_decay': 0.0001326792852953677, 'dropout_rate': 0.17243176305707672, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 401: Value=0.004847732757358714, Params={'hidden_dim': 62, 'num_layers': 4, 'learning_rate': 0.00026660380311100686, 'weight_decay': 0.00021341297400718327, 'dropout_rate': 0.10652669972319966, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 402: Value=0.0058187180134008955, Params={'hidden_dim': 57, 'num_layers': 5, 'learning_rate': 0.00022677601171456967, 'weight_decay': 0.0001808462288603699, 'dropout_rate': 0.11856063572131326, 'optimizer': 'RAdam', 'activation_function': 'leaky_relu'}
Trial 403: Value=0.005802624869990453, Params={'hidden_dim': 49, 'num_layers': 2, 'learning_rate': 0.00033816304630203615, 'weight_decay': 0.0009037798627399991, 'dropout_rate': 0.13965450510267705, 'optimizer': 'Adam', 'activation_function': 'leaky_relu'}
Trial 404: Value=0.03885836368591377, Params={'hidden_dim': 62, 'num_layers': 3, 'learning_rate': 0.0002607958238087749, 'weight_decay': 0.00043148635415715724, 'dropout_rate': 0.12553452317571018, 'optimizer': 'SGD', 'activation_function': 'leaky_relu'}
Trial 405: Value=0.017373701079831952, Params={'hidden_dim': 66, 'num_layers': 2, 'learning_rate': 0.00020997705410310166, 'weight_decay': 0.0002567052289252847, 'dropout_rate': 0.15016552802366334, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 406: Value=0.005000234990371828, Params={'hidden_dim': 54, 'num_layers': 6, 'learning_rate': 0.0002047396510088881, 'weight_decay': 0.00039765663896657434, 'dropout_rate': 0.11677179459154223, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 407: Value=0.011993745524591875, Params={'hidden_dim': 59, 'num_layers': 4, 'learning_rate': 0.00024106092712372388, 'weight_decay': 3.6231476629234276e-05, 'dropout_rate': 0.13562302789807507, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 408: Value=0.004884593545130461, Params={'hidden_dim': 70, 'num_layers': 3, 'learning_rate': 0.00028953520725957306, 'weight_decay': 0.0007281100389561943, 'dropout_rate': 0.10199633459285434, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 409: Value=0.02030155525529294, Params={'hidden_dim': 63, 'num_layers': 2, 'learning_rate': 0.0001862056836986814, 'weight_decay': 0.0004912192930198715, 'dropout_rate': 0.1239506217358566, 'optimizer': 'NAdam', 'activation_function': 'leaky_relu'}
Trial 410: Value=0.005980877698512512, Params={'hidden_dim': 52, 'num_layers': 3, 'learning_rate': 0.0003610211062217919, 'weight_decay': 0.00019389639668311123, 'dropout_rate': 0.1414092337909753, 'optimizer': 'RMSprop', 'activation_function': 'sigmoid'}
Trial 411: Value=0.004704269927029371, Params={'hidden_dim': 58, 'num_layers': 3, 'learning_rate': 0.00022709875318525162, 'weight_decay': 0.0002938138432209503, 'dropout_rate': 0.10981657510247653, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 412: Value=0.004770604009076498, Params={'hidden_dim': 47, 'num_layers': 2, 'learning_rate': 0.0002471205004546446, 'weight_decay': 0.00026798872343922864, 'dropout_rate': 0.1299201783550637, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 413: Value=0.004841121173074293, Params={'hidden_dim': 67, 'num_layers': 3, 'learning_rate': 0.00026644952323038126, 'weight_decay': 0.00011245863878683387, 'dropout_rate': 0.15282991667469437, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 414: Value=0.00904656424906484, Params={'hidden_dim': 56, 'num_layers': 17, 'learning_rate': 0.00021724583125553708, 'weight_decay': 0.0003094729731468642, 'dropout_rate': 0.11887530899856227, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 415: Value=0.004887743989916762, Params={'hidden_dim': 63, 'num_layers': 3, 'learning_rate': 0.00031968086423379404, 'weight_decay': 0.00015679016551735668, 'dropout_rate': 0.1435098318988344, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 416: Value=0.004818207307276362, Params={'hidden_dim': 71, 'num_layers': 2, 'learning_rate': 0.00022974019955664663, 'weight_decay': 0.0002133838744425553, 'dropout_rate': 0.11363675973642276, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 417: Value=0.010720213190625986, Params={'hidden_dim': 58, 'num_layers': 8, 'learning_rate': 0.00018287693627915122, 'weight_decay': 0.00036485867804525647, 'dropout_rate': 0.1294238059576926, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 418: Value=0.004808966596936005, Params={'hidden_dim': 52, 'num_layers': 4, 'learning_rate': 0.0002598300448466004, 'weight_decay': 0.0002582000704493867, 'dropout_rate': 0.1369043120145467, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 419: Value=0.004808784514622111, Params={'hidden_dim': 69, 'num_layers': 2, 'learning_rate': 0.00021393276737673966, 'weight_decay': 0.0011048591840002683, 'dropout_rate': 0.462823120974563, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 420: Value=0.0061009921480535195, Params={'hidden_dim': 63, 'num_layers': 3, 'learning_rate': 0.0004170304310209214, 'weight_decay': 0.00037940121518678963, 'dropout_rate': 0.12370723871369736, 'optimizer': 'RMSprop', 'activation_function': 'tanh'}
Trial 421: Value=0.00481797824052218, Params={'hidden_dim': 56, 'num_layers': 3, 'learning_rate': 0.0002801284405665502, 'weight_decay': 0.0005817202637513915, 'dropout_rate': 0.16286125230680917, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 422: Value=0.024980033652256182, Params={'hidden_dim': 73, 'num_layers': 2, 'learning_rate': 0.000188547503212659, 'weight_decay': 0.0016003039706447538, 'dropout_rate': 0.20356391191313075, 'optimizer': 'AdamW', 'activation_function': 'leaky_relu'}
Trial 423: Value=0.02204708911896451, Params={'hidden_dim': 66, 'num_layers': 16, 'learning_rate': 0.003785720173108327, 'weight_decay': 0.0008536657227417596, 'dropout_rate': 0.17195377679605225, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 424: Value=0.004824272045958782, Params={'hidden_dim': 60, 'num_layers': 4, 'learning_rate': 0.0002291284446513944, 'weight_decay': 0.00030724250018011813, 'dropout_rate': 0.10960724684206388, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 425: Value=0.005202615469858618, Params={'hidden_dim': 11, 'num_layers': 2, 'learning_rate': 0.00017486574134495722, 'weight_decay': 0.0004268388048433879, 'dropout_rate': 0.14841236710312056, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 426: Value=0.004826727857878371, Params={'hidden_dim': 50, 'num_layers': 3, 'learning_rate': 0.00035698583266489654, 'weight_decay': 0.00017188467113341525, 'dropout_rate': 0.13302969534675455, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 427: Value=0.004718095660959495, Params={'hidden_dim': 68, 'num_layers': 2, 'learning_rate': 0.00020483232688445744, 'weight_decay': 0.0006330947513674211, 'dropout_rate': 0.12083870142163701, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 428: Value=0.004848559310250797, Params={'hidden_dim': 73, 'num_layers': 3, 'learning_rate': 0.0002924113478479485, 'weight_decay': 0.00022506066058991853, 'dropout_rate': 0.11776696989753865, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 429: Value=0.010015249960142822, Params={'hidden_dim': 69, 'num_layers': 3, 'learning_rate': 0.0050853729798507, 'weight_decay': 0.0007071963497283657, 'dropout_rate': 0.10901758483242435, 'optimizer': 'SGD', 'activation_function': 'leaky_relu'}
Trial 430: Value=0.004797020964399493, Params={'hidden_dim': 83, 'num_layers': 2, 'learning_rate': 0.00017512715688521922, 'weight_decay': 0.0004610628586991053, 'dropout_rate': 0.1202771412926374, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 431: Value=0.00565008786480731, Params={'hidden_dim': 75, 'num_layers': 4, 'learning_rate': 0.000246685685889215, 'weight_decay': 0.0003227897428677188, 'dropout_rate': 0.10046111730711355, 'optimizer': 'RAdam', 'activation_function': 'leaky_relu'}
Trial 432: Value=0.004837892880128113, Params={'hidden_dim': 66, 'num_layers': 3, 'learning_rate': 0.00020500865010033726, 'weight_decay': 0.0010311585882974525, 'dropout_rate': 0.12638057938136596, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 433: Value=0.004881441433436224, Params={'hidden_dim': 25, 'num_layers': 2, 'learning_rate': 0.00016930638578084337, 'weight_decay': 0.0005853691382490715, 'dropout_rate': 0.11389187603918537, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 434: Value=0.00684943856770958, Params={'hidden_dim': 78, 'num_layers': 2, 'learning_rate': 0.000324236426089005, 'weight_decay': 0.000351922012283301, 'dropout_rate': 0.12309388603949824, 'optimizer': 'Adam', 'activation_function': 'sigmoid'}
Trial 435: Value=0.004832543626299578, Params={'hidden_dim': 89, 'num_layers': 4, 'learning_rate': 0.00020601620599301065, 'weight_decay': 0.000258985225864603, 'dropout_rate': 0.13484915930451213, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 436: Value=0.0046934695448569924, Params={'hidden_dim': 69, 'num_layers': 3, 'learning_rate': 0.00023827530720780656, 'weight_decay': 0.0004935891237287658, 'dropout_rate': 0.10010833109320473, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 437: Value=0.004661281285095076, Params={'hidden_dim': 62, 'num_layers': 3, 'learning_rate': 0.0002648271192753848, 'weight_decay': 0.00044442781931948666, 'dropout_rate': 0.10956205402710426, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 438: Value=0.004738361663283507, Params={'hidden_dim': 62, 'num_layers': 4, 'learning_rate': 0.0002969416382994388, 'weight_decay': 0.00040689999020537945, 'dropout_rate': 0.10358247334450756, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 439: Value=0.004888501844925245, Params={'hidden_dim': 65, 'num_layers': 3, 'learning_rate': 0.00023875841870401267, 'weight_decay': 0.00019897511922859168, 'dropout_rate': 0.10144853271174664, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 440: Value=0.005766247000651629, Params={'hidden_dim': 60, 'num_layers': 4, 'learning_rate': 0.0003787416916526194, 'weight_decay': 0.00028701963388221555, 'dropout_rate': 0.10981772191206932, 'optimizer': 'NAdam', 'activation_function': 'leaky_relu'}
Trial 441: Value=0.00476515505369655, Params={'hidden_dim': 55, 'num_layers': 3, 'learning_rate': 0.000272871088820071, 'weight_decay': 0.00042290944043353075, 'dropout_rate': 0.10594650153939693, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
Trial 442: Value=0.0050409255273119145, Params={'hidden_dim': 66, 'num_layers': 5, 'learning_rate': 0.0005040718141098267, 'weight_decay': 0.00013681425166506807, 'dropout_rate': 0.11243385586634141, 'optimizer': 'RMSprop', 'activation_function': 'leaky_relu'}
